customer_id,first_name,Email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
27,Amy,espinozavanessa@example.com,Bronze,806,2025-02-11,Standard,9484421344002,2022-03-12
28,Robert,davidmoses@example.com,Bronze,3298,2025-06-22,Standard,8798040890552,2023-05-06
29,Patricia,michael22@example.org,Gold,895,2025-04-19,Standard,3162735001194,2021-10-05
30,Derrick,suttonmelissa@example.net,Silver,1569,2025-06-07,Standard,9327121219249,2022-10-21
31,Michael,lbell@example.com,Silver,4393,2025-03-27,Standard,5644057370165,2021-03-10
32,Laura,brian41@example.net,Platinum,1148,2025-06-02,Standard,4502636337818,2021-10-11
33,Heather,bmeadows@example.net,Platinum,1503,2025-03-25,Standard,4139400396287,2024-01-13
34,Jennifer,tylertaylor@example.net,Gold,3789,2025-02-22,Standard,4019487447087,2023-10-05
35,William,angelica80@example.com,Silver,617,2025-03-05,Standard,1321063620171,2022-02-08
36,Travis,castillotyrone@example.org,Platinum,4508,2025-03-07,Standard,5582458720873,2022-05-17
37,Anthony,kristina87@example.org,Bronze,414,2025-06-14,Standard,9203577654505,2021-06-07
38,Matthew,omarrobinson@example.com,Bronze,764,2025-05-23,Standard,5970168662160,2024-12-29
39,Angel,campbellcolin@example.net,Silver,1362,2025-04-19,Standard,4802927296357,2024-04-09
40,Joseph,marthaacosta@example.net,Platinum,3978,2025-03-24,Standard,9957642918661,2024-08-19
41,Cameron,sara34@example.org,Platinum,1751,2025-06-06,Standard,6052644627936,2022-01-29
42,Heather,vbrown@example.com,Platinum,480,2025-02-12,Standard,4053563878816,2021-02-21
43,Connie,debra55@example.org,Silver,3104,2025-03-04,Standard,1743126136901,2022-10-18
44,Margaret,kcastillo@example.com,Bronze,3198,2025-06-16,Standard,6133293615175,2021-04-13
45,Edward,loconnor@example.net,Gold,3727,2025-06-28,Standard,6384296081660,2024-04-02
46,Sandra,hyork@example.com,Gold,3465,2025-03-22,Standard,7932266884414,2021-10-30
47,Joyce,jenniferbaker@example.org,Platinum,1268,2025-04-15,Standard,9930145324091,2024-01-19
48,Justin,cookjared@example.com,Silver,2430,2025-04-22,Standard,9574310970244,2023-04-27
49,Claudia,marie20@example.org,Silver,479,2025-03-21,Standard,5924575793903,2022-04-20
50,Joshua,cunninghamsarah@example.net,Bronze,2569,2025-03-27,Standard,2365271712196,2023-10-04
51,Jason,woodwardkathleen@example.org,Bronze,410,2025-03-09,Standard,2431722818559,2022-09-26
52,James,teresaowens@example.org,Platinum,4119,2025-03-06,Standard,8625947976009,2024-05-06
53,Brenda,uwatts@example.org,Silver,465,2025-04-12,Standard,4685250734096,2022-12-17
54,Jessica,qsnyder@example.com,Bronze,1522,2025-05-21,Standard,8389657212671,2022-05-02
55,Timothy,fprice@example.org,Bronze,4874,2025-04-17,Standard,9451968796914,2024-05-02
56,Brent,shanecannon@example.net,Bronze,1926,2025-04-01,Standard,1849655038672,2024-12-05
57,Timothy,johnbeard@example.net,Platinum,982,2025-04-15,Standard,5178642003941,2024-02-26
58,Edward,wilsonsusan@example.net,Silver,4742,2025-05-18,Standard,2826026845424,2022-10-13
59,Krista,dshaw@example.com,Bronze,671,2025-06-07,Standard,6695639306655,2021-03-10
60,Tina,wmarshall@example.org,Platinum,4781,2025-05-14,Standard,5741460468387,2025-05-09
61,Brandi,lboyle@example.com,Gold,2136,2025-06-16,Standard,8634286882969,2021-06-12
62,Anthony,destiny49@example.com,Silver,2573,2025-03-23,Standard,9583222374713,2024-12-01
63,Melissa,nelsondiamond@example.com,Silver,2175,2025-02-27,Standard,9894670723864,2021-02-07
64,Jennifer,zjoseph@example.org,Platinum,1072,2025-04-18,Standard,6799578819291,2022-05-23
65,Kathy,adam37@example.org,Gold,3745,2025-05-23,Standard,0330502175393,2024-08-01
66,Lisa,raymondbowman@example.net,Gold,594,2025-05-20,Standard,1370482777540,2024-05-22
67,Sarah,thomas00@example.org,Bronze,3754,2025-03-23,Standard,3865064029959,2023-07-10
68,Tyler,xjones@example.com,Bronze,600,2025-06-28,Standard,2615494233359,2021-03-07
69,Ruth,charlesmichael@example.org,Silver,4144,2025-05-01,Standard,6428457340073,2025-03-23
70,Emily,xnguyen@example.com,Gold,1085,2025-03-20,Standard,0084843955440,2025-01-04
71,Krista,sclay@example.net,Gold,563,2025-06-05,Standard,5631598249991,2023-09-08
72,Luis,xfisher@example.net,Silver,3027,2025-03-15,Standard,4737890870283,2021-06-22
73,Christopher,lyonslisa@example.org,Gold,1292,2025-04-21,Standard,9661008275328,2023-01-31
74,Cole,hspears@example.org,Platinum,4450,2025-04-15,Standard,0527160110796,2024-04-14
75,Jay,jennifer96@example.net,Gold,4333,2025-03-11,Standard,5736032604008,2022-08-10
76,Scott,youngronald@example.com,Bronze,4543,2025-05-25,Standard,5980506507025,2022-05-30
77,Brittany,harringtonaaron@example.com,Gold,848,2025-05-28,Standard,8925504376032,2023-05-14
78,Jared,mwolfe@example.org,Silver,2166,2025-05-27,Standard,7899868479928,2023-10-07
79,Jake,laura11@example.org,Bronze,876,2025-04-01,Standard,4986009255209,2021-10-23
80,Emily,xwest@example.org,Silver,2231,2025-05-29,Standard,4130952591193,2025-04-11
81,Colleen,johnsonsteven@example.com,Gold,4954,2025-03-11,Standard,0680174357508,2024-12-20
82,Melissa,angelasmith@example.com,Silver,2808,2025-04-26,Standard,7345984671894,2022-11-11
83,Jessica,michaelramirez@example.com,Silver,2162,2025-03-10,Standard,7604150951009,2021-12-06
84,Lance,taylor67@example.org,Platinum,2057,2025-06-22,Standard,1200610500044,2025-01-05
85,Jeffrey,cathybauer@example.net,Bronze,756,2025-04-01,Standard,9128582266209,2025-03-20
86,Mark,hendersonkevin@example.net,Platinum,2266,2025-05-02,Standard,2332169602122,2025-04-26
87,Wendy,mercerjack@example.org,Bronze,29,2025-04-13,Standard,2887141882954,2021-08-31
88,Scott,peckamy@example.net,Gold,1071,2025-04-14,Standard,9310896046349,2021-10-29
89,Carrie,ronaldbradford@example.net,Gold,1323,2025-04-21,Standard,1214534468430,2022-12-09
90,Pamela,bob48@example.org,Platinum,4519,2025-06-29,Standard,2641284035720,2022-03-16
91,Kelly,garyfuller@example.org,Platinum,4594,2025-06-25,Standard,8821525820515,2023-02-24
92,Eric,ypetty@example.net,Bronze,916,2025-04-28,Standard,8590592092009,2022-09-12
93,David,tannerchristopher@example.org,Bronze,1221,2025-02-20,Standard,4558362265122,2024-07-18
94,Amanda,howardsean@example.com,Bronze,3024,2025-03-16,Standard,8553480072138,2022-05-12
95,Heather,emily59@example.com,Silver,3520,2025-06-29,Standard,0831220260159,2022-04-19
96,James,alyssa17@example.net,Silver,342,2025-06-25,Standard,9652692075837,2022-11-24
97,Donna,nicholasbrown@example.com,Gold,2987,2025-03-06,Standard,0782364129861,2022-12-06
98,Charlotte,nburton@example.net,Bronze,2931,2025-06-23,Standard,8111317220422,2024-09-23
99,Samantha,mariah18@example.net,Silver,2044,2025-04-02,Standard,9872387290088,2021-12-20
100,Melinda,bmartinez@example.net,Bronze,2897,2025-02-15,Standard,5368435873268,2022-05-02
101,Russell,umeyer@example.org,Platinum,1266,2025-04-30,Standard,5153398148629,2023-12-14
102,Stephanie,vsilva@example.com,Silver,1331,2025-03-12,Standard,6782270838899,2022-11-14
103,Stephanie,danielcourtney@example.org,Silver,3377,2025-02-05,Standard,3850524406304,2024-12-05
104,Marc,jaimethomas@example.com,Bronze,1469,2025-03-20,Standard,3518525176270,2023-08-14
105,Richard,sharon48@example.org,Gold,3372,2025-06-26,Standard,3267380429721,2024-03-01
106,Gabriel,fostermargaret@example.org,Silver,2185,2025-04-13,Standard,5332915296790,2021-02-19
107,Jessica,powellmorgan@example.net,Silver,885,2025-05-19,Standard,1350356415860,2021-09-19
108,Brittany,gregorynorman@example.com,Platinum,317,2025-06-11,Standard,6468784724462,2022-02-08
109,Anna,reyesrachel@example.com,Platinum,1822,2025-05-07,Standard,6049976359244,2023-01-06
110,Brian,billymartinez@example.net,Silver,3770,2025-04-03,Standard,6771547284013,2021-07-19
111,Zachary,martindiane@example.org,Gold,2500,2025-05-01,Standard,8893011072684,2023-03-07
112,Timothy,david87@example.net,Silver,1826,2025-04-10,Standard,9543666557416,2023-04-19
113,Juan,xwilliams@example.net,Bronze,1582,2025-04-19,Standard,7477394039239,2024-08-05
114,Ivan,edward43@example.net,Platinum,2689,2025-05-06,Standard,0201353637855,2023-05-26
115,Emily,clarkolivia@example.com,Gold,568,2025-03-26,Standard,7378786134870,2024-12-26
116,Michael,richardchambers@example.org,Gold,2876,2025-05-06,Standard,0015030996905,2024-10-26
117,Raymond,tbrown@example.org,Platinum,4392,2025-05-04,Standard,7499257436573,2023-11-13
118,Allen,vcuevas@example.com,Gold,226,2025-04-05,Standard,6459203121644,2022-04-30
119,James,mhenderson@example.net,Bronze,2139,2025-04-10,Standard,3055106758394,2024-12-19
120,Jennifer,ashleybarber@example.net,Silver,4756,2025-03-26,Standard,8114944460752,2024-01-21
121,Erik,darrenwhite@example.net,Gold,313,2025-06-10,Standard,6782996737354,2022-09-27
122,Rachel,pscott@example.org,Bronze,4887,2025-03-05,Standard,7901145360531,2023-11-07
123,Kristen,jeffreyking@example.com,Platinum,2831,2025-03-22,Standard,1924250752339,2021-09-11
124,Jean,jonesmichael@example.org,Gold,3574,2025-03-13,Standard,8259885411188,2023-03-22
125,Kristen,perezkatherine@example.com,Bronze,3155,2025-02-20,Standard,2787857015293,2021-08-22
126,Amber,sweeneysarah@example.net,Silver,2086,2025-05-29,Standard,8277306935399,2024-10-26
127,Thomas,ghughes@example.net,Bronze,3572,2025-06-13,Standard,9136850948568,2023-11-05
128,Garrett,smithlance@example.com,Bronze,4259,2025-04-04,Standard,1794597045909,2024-03-15
129,Timothy,kellythompson@example.org,Silver,2983,2025-04-24,Standard,7585119087935,2021-07-30
130,Carla,danny77@example.net,Platinum,573,2025-02-09,Standard,4876240253232,2023-09-10
131,Daryl,iward@example.com,Gold,2571,2025-05-12,Standard,3270886423847,2021-05-29
132,Claudia,uhenderson@example.com,Bronze,2460,2025-03-19,Standard,1730386527836,2022-01-11
133,Veronica,wkennedy@example.net,Gold,3345,2025-04-18,Standard,7666975343534,2024-12-28
134,Peter,vmooney@example.net,Gold,3296,2025-03-19,Standard,1798455776597,2022-02-26
135,Jacqueline,gonzalessamantha@example.net,Gold,4541,2025-05-06,Standard,8983730235745,2023-09-07
136,Pamela,harrislee@example.com,Silver,1571,2025-05-18,Standard,5880606011853,2023-10-22
137,Michael,huynhjoshua@example.org,Platinum,3105,2025-03-31,Standard,1677718789682,2022-01-19
138,David,mkim@example.net,Silver,4662,2025-02-20,Standard,4313936800779,2021-12-04
139,Jonathan,eric55@example.org,Gold,3326,2025-06-05,Standard,4235054364197,2024-07-08
140,Douglas,melinda52@example.org,Bronze,2489,2025-05-05,Standard,6670318560091,2022-06-17
141,James,murraykimberly@example.com,Gold,1721,2025-04-02,Standard,9484202554403,2022-05-03
142,Autumn,justinjones@example.net,Platinum,4751,2025-03-02,Standard,9169076451164,2024-07-20
143,Matthew,vazquezmax@example.org,Gold,3809,2025-02-23,Standard,4888275948726,2024-03-14
144,Gabriel,anna15@example.com,Platinum,3622,2025-05-01,Standard,1040781153742,2022-02-21
145,Gene,sharonharrell@example.org,Silver,4187,2025-03-25,Standard,1276222333496,2024-11-27
146,Eric,clarkcarla@example.org,Platinum,1390,2025-02-14,Standard,6521280021539,2022-08-19
147,Ashley,smithbrian@example.net,Bronze,2324,2025-05-23,Standard,8168106142973,2022-07-28
148,Mark,sherylmoore@example.net,Gold,765,2025-06-13,Standard,6554454690994,2022-12-20
149,Eileen,andrewford@example.org,Silver,2542,2025-03-03,Standard,4590115825141,2023-03-20
150,Bradley,taylortina@example.net,Silver,1631,2025-05-12,Standard,8343528523184,2024-08-06
151,Phillip,rowedeborah@example.org,Silver,200,2025-03-05,Standard,5024756347620,2022-03-07
152,Daniel,thomascharles@example.org,Bronze,2005,2025-06-13,Standard,8243475945824,2024-01-15
153,Isabella,deanna85@example.net,Platinum,596,2025-04-25,Standard,7921900412861,2023-03-11
154,Elizabeth,jane26@example.net,Platinum,3395,2025-04-09,Standard,4739130018716,2022-09-25
155,Linda,craigthomas@example.org,Silver,3145,2025-05-03,Standard,9432313056652,2023-09-07
156,John,erikamorgan@example.com,Platinum,3273,2025-06-07,Standard,5179655381172,2022-09-11
157,David,dawnthornton@example.org,Silver,1208,2025-06-26,Standard,2332711796675,2022-02-14
158,Nancy,daviesgregory@example.org,Bronze,873,2025-02-17,Standard,3752861669935,2021-12-31
159,Sandy,zmedina@example.org,Platinum,1792,2025-04-05,Standard,8051712606804,2023-07-28
160,Craig,francis35@example.net,Silver,4243,2025-06-27,Standard,8136218357744,2022-01-11
161,Erica,evillanueva@example.com,Platinum,411,2025-05-27,Standard,4475659318484,2024-09-21
162,Robert,laurie39@example.net,Silver,994,2025-05-29,Standard,3744566626536,2023-10-28
163,Michelle,brittney01@example.net,Platinum,1092,2025-02-19,Standard,6067330002707,2021-03-21
164,Joe,hailey65@example.com,Platinum,4351,2025-02-16,Standard,9775990207467,2025-01-03
165,David,hancockphillip@example.org,Gold,3625,2025-05-24,Standard,7175847248197,2022-08-17
166,Laurie,leachbrian@example.org,Platinum,4488,2025-03-06,Standard,2950044035272,2022-05-17
167,Kim,christopherbrown@example.org,Platinum,1303,2025-03-24,Standard,2890516907048,2024-11-18
168,Charles,bmoore@example.com,Platinum,3686,2025-03-12,Standard,1019502970566,2024-11-15
169,Bobby,mcknightlaura@example.net,Gold,2025,2025-04-08,Standard,3397495442619,2025-03-28
170,Mark,rachelhamilton@example.org,Gold,4270,2025-04-08,Standard,9946271118733,2024-03-22
171,Krista,gbell@example.net,Platinum,1959,2025-06-14,Standard,1306923532919,2021-11-10
172,Joshua,mitchellwagner@example.org,Gold,3603,2025-02-26,Standard,9156876126474,2022-02-22
173,Shelby,dale72@example.net,Bronze,2340,2025-04-30,Standard,2882888531483,2021-10-27
174,William,warrentammy@example.org,Silver,2225,2025-03-11,Standard,7828127295829,2023-03-10
175,Mackenzie,johnobrien@example.org,Gold,2619,2025-05-24,Standard,7787482959915,2021-12-15
176,Michael,brianmcknight@example.org,Bronze,1133,2025-04-13,Standard,2500207051288,2023-03-18
177,Nicolas,elizabethdavis@example.org,Silver,1894,2025-03-04,Standard,3801015615992,2022-08-29
178,Sarah,josephmcdonald@example.org,Platinum,1251,2025-04-29,Standard,4824407585162,2021-04-02
179,David,xcrane@example.net,Silver,526,2025-06-11,Standard,8927585521563,2023-08-30
180,Raymond,schwartzjason@example.org,Platinum,3339,2025-06-14,Standard,0562815122853,2023-03-09
181,Mallory,rjackson@example.com,Gold,4445,2025-02-17,Standard,7561733032025,2024-09-14
182,Julie,jacqueline38@example.net,Platinum,3406,2025-05-21,Standard,0497768561264,2024-12-05
183,Daniel,clarkeddie@example.org,Bronze,1694,2025-03-29,Standard,0605314431580,2022-08-15
184,Patrick,mjarvis@example.net,Platinum,3190,2025-05-17,Standard,5606934088022,2023-01-27
185,Molly,qsanchez@example.net,Bronze,4716,2025-02-22,Standard,1616019439130,2022-03-25
186,Alison,kenneth57@example.net,Platinum,3907,2025-05-16,Standard,3608076895540,2021-11-05
187,Thomas,matthew32@example.net,Bronze,2881,2025-06-29,Standard,3657052071739,2022-05-04
188,Sean,summersashley@example.org,Gold,3194,2025-06-28,Standard,2642988983127,2024-01-10
189,Joseph,kbrown@example.org,Platinum,4409,2025-03-30,Standard,9926488553775,2025-02-24
190,Chris,thompsonjoshua@example.net,Silver,3999,2025-05-10,Standard,1831913896233,2021-12-19
191,Russell,edwardsnicholas@example.com,Silver,2235,2025-05-09,Standard,3262092668796,2024-03-10
192,Jeffrey,caitlinshah@example.net,Platinum,3978,2025-04-19,Standard,7112418203806,2021-07-12
193,Robert,marvindelacruz@example.org,Bronze,3185,2025-04-10,Standard,3654837223101,2023-05-05
194,Nathan,esanchez@example.net,Gold,3312,2025-05-08,Standard,0916682333343,2025-02-17
195,Paula,harrisonkathryn@example.net,Silver,3828,2025-05-14,Standard,4980575803248,2023-10-29
196,Jacqueline,mendozaerika@example.com,Silver,4375,2025-02-08,Standard,6881104972258,2021-04-13
197,Jasmine,tonya20@example.net,Bronze,3227,2025-02-05,Standard,3901806358857,2023-03-03
198,Matthew,timothysloan@example.com,Bronze,687,2025-03-23,Standard,7409594209051,2024-05-18
199,Joseph,jhayes@example.com,Platinum,1111,2025-06-10,Standard,2870706827958,2025-04-29
200,Adam,cheryl19@example.net,Platinum,1488,2025-05-10,Standard,3613196094656,2024-11-06
201,William,ebarrett@example.com,Bronze,2131,2025-03-07,Standard,3321505109643,2021-10-17
202,William,michelle17@example.net,Platinum,2681,2025-02-25,Standard,1008641773164,2022-01-24
203,Tracy,xward@example.org,Silver,3724,2025-03-10,Standard,4467250483030,2021-12-24
204,Anthony,zacharydavis@example.net,Gold,2764,2025-04-06,Standard,7846596413633,2022-06-25
205,Sharon,perezbrian@example.com,Platinum,2279,2025-06-26,Standard,0640438687244,2021-05-27
206,Ryan,rodriguezjohn@example.net,Platinum,2066,2025-05-09,Standard,0682790794604,2024-03-14
207,Jennifer,sarahgrant@example.com,Bronze,3852,2025-05-07,Standard,9783917709727,2025-01-08
208,Jon,abell@example.net,Bronze,4418,2025-05-14,Standard,3243314323237,2025-05-08
209,Kimberly,robertwells@example.com,Bronze,2866,2025-06-21,Standard,9597357504963,2021-03-17
210,Amanda,josephdennis@example.com,Silver,562,2025-02-17,Standard,5235147115362,2024-07-19
211,Tanner,smithshawn@example.org,Bronze,254,2025-04-11,Standard,1941554698177,2024-08-06
212,Ann,umorris@example.com,Silver,1633,2025-06-17,Standard,2342448837317,2025-05-23
213,Jesse,williamsstacy@example.net,Bronze,1248,2025-04-27,Standard,5634585363683,2022-04-14
214,Sylvia,lopezpatricia@example.net,Silver,1034,2025-06-26,Standard,7770440615215,2024-12-21
215,Regina,kennethrodriguez@example.com,Platinum,937,2025-05-27,Standard,1660787626798,2022-12-27
216,Max,burnsdeborah@example.org,Silver,3809,2025-02-25,Standard,2533936053266,2023-08-12
217,Jeffrey,wsmith@example.net,Gold,3021,2025-02-10,Standard,2192475127983,2024-01-06
218,Kathryn,susandunn@example.net,Silver,4963,2025-03-31,Standard,0741909921850,2023-01-13
219,Virginia,cyoung@example.com,Bronze,1341,2025-04-19,Standard,2578815400652,2022-03-05
220,Kathleen,ashley81@example.com,Gold,885,2025-06-20,Standard,5733479807211,2022-04-13
221,William,rramirez@example.net,Bronze,2555,2025-03-16,Standard,6637115765170,2024-10-14
222,Jimmy,vparks@example.com,Platinum,3249,2025-02-14,Standard,1591325715361,2022-03-08
223,Jennifer,harry98@example.org,Silver,622,2025-04-21,Standard,4177529337479,2021-09-01
224,Cynthia,veronica34@example.org,Silver,834,2025-06-25,Standard,6146653728608,2025-06-05
225,Audrey,anthony60@example.com,Gold,4918,2025-04-29,Standard,5979089970861,2022-04-26
226,Valerie,joshuavelasquez@example.com,Bronze,4636,2025-06-23,Standard,2336095281505,2021-05-28
227,Adrienne,frank23@example.com,Bronze,2844,2025-02-04,Standard,3378032549696,2021-06-24
228,Melinda,steven46@example.org,Platinum,3035,2025-02-16,Standard,5784453694024,2022-10-30
229,Jasmine,chelseabrown@example.org,Bronze,4144,2025-05-10,Standard,0983514293227,2023-01-22
230,Jessica,sheltonkim@example.net,Gold,103,2025-06-09,Standard,8367321112661,2021-07-13
231,Hector,sally79@example.com,Platinum,4015,2025-02-16,Standard,0998881185446,2023-07-06
232,Rhonda,gallagherjennifer@example.org,Bronze,3551,2025-03-24,Standard,4244385524370,2021-04-06
233,Brandi,norriscatherine@example.net,Gold,3766,2025-05-27,Standard,7426543040376,2023-08-11
234,Cindy,andrewhamilton@example.org,Silver,3567,2025-04-22,Standard,8590033416029,2022-05-02
235,Elizabeth,hinesjoseph@example.com,Silver,4274,2025-02-27,Standard,9404114285218,2022-03-08
236,Stephen,heather60@example.com,Gold,4408,2025-03-15,Standard,9112523909900,2024-07-16
237,Sandra,sheltonmary@example.com,Platinum,3808,2025-04-19,Standard,9221578166881,2023-12-13
238,Douglas,gilllisa@example.com,Platinum,4853,2025-02-21,Standard,2723679187435,2024-03-17
239,Danielle,michaelhubbard@example.org,Gold,2640,2025-02-19,Standard,7333183386438,2024-02-07
240,Monique,ramosbrandon@example.com,Silver,709,2025-05-17,Standard,1320097525711,2021-09-01
241,Danny,emily99@example.org,Gold,3692,2025-03-22,Standard,9914331121383,2021-12-20
242,Stephanie,carterandrew@example.org,Silver,3806,2025-04-10,Standard,1138577733384,2022-10-14
243,David,brian71@example.org,Platinum,2755,2025-03-17,Standard,1785395738114,2023-11-22
244,Steven,dsimmons@example.net,Bronze,4049,2025-03-18,Standard,2962346944199,2021-03-28
245,Tara,dpatrick@example.net,Gold,1489,2025-06-08,Standard,2267084743980,2023-09-10
246,Stephen,tjones@example.net,Platinum,1737,2025-04-13,Standard,4967162244450,2024-05-13
247,Ross,swilliams@example.net,Gold,2116,2025-06-27,Standard,7597118700541,2021-05-05
248,Leslie,xsmith@example.org,Gold,2290,2025-03-31,Standard,0300343850918,2024-12-11
249,Brett,alexandermercer@example.com,Gold,4553,2025-06-16,Standard,3900982236557,2025-04-18
250,Cheryl,michellegonzales@example.org,Bronze,4232,2025-04-08,Standard,0264537892103,2024-09-30
251,Angela,hayneschristopher@example.com,Silver,701,2025-05-24,Standard,1544099956885,2025-03-30
252,Eileen,travis62@example.net,Silver,3329,2025-05-12,Standard,0206008593089,2022-06-28
253,Jennifer,kstrickland@example.org,Platinum,4548,2025-03-11,Standard,8377242183121,2022-07-25
254,Victoria,fhunt@example.com,Silver,3900,2025-02-27,Standard,9002106904141,2024-06-02
255,Kristin,qarnold@example.net,Platinum,3671,2025-02-18,Standard,1794726314042,2024-11-14
256,Hector,valerierose@example.net,Bronze,762,2025-06-25,Standard,3635448430964,2023-05-08
257,Donna,jenniferjones@example.org,Gold,1815,2025-03-13,Standard,3750794907516,2021-08-19
258,Michelle,kathrynbarrett@example.com,Platinum,1993,2025-02-19,Standard,7532665656847,2022-02-23
259,Allison,harrisondenise@example.com,Gold,4764,2025-03-25,Standard,8999887974235,2024-11-28
260,Charles,matthew79@example.com,Gold,3876,2025-05-01,Standard,4960181564984,2024-09-05
261,Matthew,ubanks@example.com,Gold,3485,2025-02-24,Standard,8689383847081,2024-08-19
262,Jessica,masseyricardo@example.net,Gold,2882,2025-03-22,Standard,3130295337724,2021-10-31
263,April,barberantonio@example.com,Platinum,2219,2025-06-12,Standard,9984822170627,2022-05-29
264,Brandon,garciadebbie@example.com,Gold,2059,2025-03-15,Standard,7757395737592,2023-01-08
265,Jordan,chelsea27@example.com,Silver,988,2025-03-18,Standard,9305336816039,2021-11-02
266,Monica,gtanner@example.com,Silver,2584,2025-02-05,Standard,7362971623205,2021-06-30
267,Patrick,cindycollins@example.com,Bronze,4389,2025-05-25,Standard,1456548066090,2024-10-30
268,John,charles00@example.org,Silver,1569,2025-05-07,Standard,1856917948308,2023-11-27
269,Sabrina,sweaver@example.org,Silver,3966,2025-05-21,Standard,2637882042207,2024-11-01
270,Kathleen,melissastokes@example.org,Gold,4829,2025-05-14,Standard,9068592983554,2023-08-27
271,Travis,sreynolds@example.com,Gold,823,2025-03-12,Standard,4348094858351,2021-08-19
272,Kenneth,joanne52@example.com,Silver,2426,2025-02-22,Standard,2742863800101,2022-02-21
273,Laura,taylor51@example.com,Silver,2956,2025-06-18,Standard,1587717211881,2024-12-03
274,Cory,zachary84@example.org,Silver,2476,2025-05-24,Standard,8648102363731,2022-08-26
275,Karen,ryan90@example.net,Bronze,4375,2025-06-21,Standard,0975782684596,2022-06-12
276,Maureen,orichmond@example.net,Silver,2247,2025-02-21,Standard,2662653113452,2024-03-10
277,Amanda,lmason@example.net,Bronze,446,2025-04-15,Standard,6904889837989,2023-07-03
278,Susan,tammy30@example.net,Gold,1034,2025-04-08,Standard,3062319457450,2024-07-07
279,Jessica,adamlopez@example.org,Platinum,840,2025-03-15,Standard,0955914019206,2021-05-24
280,Patricia,nathan67@example.org,Bronze,4702,2025-05-22,Standard,2366449965014,2022-05-01
281,Joseph,iharrison@example.net,Gold,3845,2025-06-06,Standard,4607620182344,2022-12-15
282,Andrew,tasha88@example.org,Platinum,3608,2025-06-20,Standard,9069713501900,2024-06-12
283,Morgan,daughertycharles@example.com,Gold,1510,2025-05-22,Standard,0134849659967,2022-01-31
284,Julie,jenkinsdanielle@example.org,Bronze,2068,2025-02-15,Standard,3468063029524,2023-12-02
285,Victoria,holly08@example.com,Platinum,934,2025-03-18,Standard,8233807125279,2024-07-14
286,Laura,tim92@example.com,Bronze,3282,2025-05-05,Standard,0335762314017,2023-07-05
287,Ricky,kaitlyn98@example.net,Platinum,606,2025-06-24,Standard,9496688232722,2023-09-27
288,Jill,sean29@example.com,Bronze,1242,2025-03-28,Standard,7298717087670,2024-02-07
289,Heather,christinabailey@example.net,Silver,4610,2025-06-21,Standard,4714887532004,2024-02-11
290,Erin,nguyengary@example.net,Gold,697,2025-03-30,Standard,5050512816437,2022-09-13
291,Yvonne,xmcclain@example.com,Silver,970,2025-05-30,Standard,3760601972245,2022-07-25
