transaction_id,customer_id,Store_id,transaction_date,total_amount,Customer_phone
TXN_0000032,991.0,6,2025-09-13 20:44:00,3489.83,3294462469770
TXN_0000033,,9,2025-07-07 20:29:00,3127.88,5251083190816
TXN_0000034,809.0,4,2025-09-03 19:09:00,4625.02,2976577358307
TXN_0000035,832.0,9,2025-07-10 21:23:00,2935.12,5387799015660
TXN_0000036,228.0,6,2025-10-19 10:00:00,2768.34,5784453694024
TXN_0000037,,8,2025-07-27 13:26:00,3575.98,9612448732988
TXN_0000038,728.0,8,2025-09-20 10:19:00,763.61,2105005903967
TXN_0000039,,2,2025-12-21 21:10:00,4090.3,8566500322984
TXN_0000040,,7,2025-07-08 20:39:00,2516.85,9017662164829
TXN_0000041,375.0,10,2025-07-27 21:55:00,2345.31,8795212343442
TXN_0000042,402.0,9,2025-12-11 14:38:00,1282.41,8876129432231
TXN_0000043,188.0,3,2025-09-19 10:15:00,1675.91,2642988983127
TXN_0000044,551.0,10,2025-10-07 15:11:00,4421.04,7330664455312
TXN_0000045,394.0,6,2025-07-03 16:08:00,3865.8,1118748420682
TXN_0000046,296.0,4,2025-09-13 09:17:00,2991.02,8220543863245
TXN_0000047,794.0,9,2025-11-08 10:36:00,1282.09,3187195970996
TXN_0000048,837.0,5,2025-07-09 16:16:00,317.7,0643093715968
TXN_0000049,360.0,4,2025-08-23 21:47:00,3466.56,3204032271551
TXN_0000050,976.0,6,2025-12-28 13:18:00,3972.37,5561817085840
TXN_0000051,,4,2025-08-07 20:20:00,5665.38,3009770795892
TXN_0000052,890.0,6,2025-10-25 16:20:00,6994.56,0591238841223
TXN_0000053,873.0,5,2025-09-25 17:36:00,2651.15,0049003406375
TXN_0000054,,3,2025-10-21 16:00:00,2985.28,6946056551446
TXN_0000055,94.0,5,2025-12-27 21:14:00,4690.61,8553480072138
TXN_0000056,73.0,6,2025-07-31 15:44:00,517.37,9661008275328
TXN_0000057,392.0,2,2025-09-19 14:56:00,863.18,7551612348652
TXN_0000058,219.0,10,2025-12-14 11:28:00,4123.26,2578815400652
TXN_0000059,284.0,6,2025-10-18 14:50:00,3981.37,3468063029524
TXN_0000060,,5,2025-12-13 09:50:00,2146.05,5456147798729
TXN_0000061,,6,2025-09-20 11:24:00,1180.75,2445565555010
TXN_0000062,41.0,1,2025-11-28 10:00:00,330.75,6052644627936
TXN_0000063,656.0,9,2025-10-15 15:44:00,1924.59,5097288841149
TXN_0000064,,7,2025-11-28 19:48:00,343.52,2243225865295
TXN_0000065,,4,2025-07-15 12:05:00,3077.11,3260980389902
TXN_0000066,843.0,3,2025-11-05 14:33:00,2873.76,6792513935941
TXN_0000067,591.0,5,2025-11-12 10:16:00,5325.46,0467718314547
TXN_0000068,522.0,10,2025-12-20 20:07:00,108.41,5005476919097
TXN_0000069,154.0,4,2025-07-12 16:23:00,1540.13,4739130018716
TXN_0000070,80.0,4,2025-10-15 20:20:00,1082.19,4130952591193
TXN_0000071,89.0,8,2025-09-11 21:54:00,2980.9,1214534468430
TXN_0000072,923.0,10,2025-11-04 21:49:00,2560.29,4468586904869
TXN_0000073,756.0,6,2025-07-01 21:42:00,4539.2,8914654386523
TXN_0000074,,4,2025-11-11 15:44:00,3370.37,3324948089641
TXN_0000075,754.0,5,2025-09-19 21:25:00,3353.88,5379333955657
TXN_0000076,461.0,3,2025-11-27 10:09:00,4626.82,6186902579953
TXN_0000077,703.0,8,2025-09-06 10:05:00,2006.28,3022445339504
TXN_0000078,307.0,4,2025-09-30 15:32:00,1703.15,9197830707863
TXN_0000079,125.0,2,2025-10-27 10:51:00,649.07,2787857015293
TXN_0000080,961.0,3,2025-08-20 15:23:00,3071.23,5911047776863
TXN_0000081,,1,2025-10-27 09:10:00,4303.13,8408230445594
TXN_0000082,252.0,8,2025-08-08 09:39:00,6335.29,0206008593089
TXN_0000083,492.0,9,2025-07-05 15:50:00,3613.48,7166019778335
TXN_0000084,,1,2025-09-10 09:51:00,2244.32,3225082130780
TXN_0000085,,10,2025-10-08 14:59:00,1058.91,9465594318039
TXN_0000086,582.0,10,2025-07-08 20:44:00,2739.23,3823650678158
TXN_0000087,340.0,10,2025-08-26 09:33:00,2574.49,6354957823683
TXN_0000088,965.0,2,2025-11-12 14:04:00,5011.97,8462414055642
TXN_0000089,,3,2025-11-21 20:56:00,2214.26,9917941128025
TXN_0000090,719.0,5,2025-08-02 11:46:00,1576.26,8613794842562
TXN_0000091,,6,2025-07-20 12:22:00,904.44,5205299593963
TXN_0000092,70.0,8,2025-07-03 13:13:00,1768.56,0084843955440
TXN_0000093,903.0,8,2025-10-16 11:56:00,1502.13,1633702543523
TXN_0000094,975.0,2,2025-07-09 13:01:00,893.98,3161930119566
TXN_0000095,965.0,3,2025-10-05 11:46:00,1375.52,8462414055642
TXN_0000096,445.0,1,2025-10-19 19:10:00,1012.3,0836443576188
TXN_0000097,748.0,4,2025-10-13 20:35:00,1031.16,5474443730821
TXN_0000098,678.0,6,2025-07-01 15:05:00,2195.78,8233605331535
TXN_0000099,94.0,7,2025-10-29 16:57:00,6366.7,8553480072138
TXN_0000100,771.0,5,2025-08-27 13:36:00,4215.84,4180885157473
TXN_0000101,,9,2025-12-23 16:36:00,110.25,8160238728295
TXN_0000102,636.0,9,2025-11-24 17:51:00,1312.34,6844638401913
TXN_0000103,700.0,4,2025-08-19 11:02:00,1328.85,5540430931691
TXN_0000104,,9,2025-10-10 17:20:00,1087.96,9838406431967
TXN_0000105,597.0,2,2025-10-15 11:09:00,44.47,1822440375362
TXN_0000106,393.0,5,2025-11-15 14:56:00,3902.84,2441009993590
TXN_0000107,346.0,1,2025-10-30 13:57:00,1172.96,0445468040826
TXN_0000108,747.0,5,2025-10-22 21:52:00,2232.88,1613289963186
TXN_0000109,68.0,9,2025-10-04 09:32:00,2192.03,2615494233359
TXN_0000110,941.0,4,2025-07-15 12:02:00,2960.73,1422168256359
TXN_0000111,609.0,2,2025-12-22 09:15:00,2641.81,5644906191955
TXN_0000112,586.0,5,2025-07-08 15:03:00,874.77,7505164284231
TXN_0000113,800.0,5,2025-12-14 15:32:00,3821.87,1862434864152
TXN_0000114,478.0,7,2025-10-05 14:29:00,862.24,7181071120505
TXN_0000115,701.0,9,2025-12-13 18:38:00,174.98,9893888862569
TXN_0000116,,6,2025-09-09 19:20:00,3788.8,7674251249511
TXN_0000117,398.0,8,2025-09-14 13:58:00,2793.52,6147141983580
TXN_0000118,743.0,5,2025-07-25 16:08:00,2731.28,5605265657562
TXN_0000119,475.0,7,2025-09-23 14:16:00,174.98,2861898624297
TXN_0000120,200.0,10,2025-11-26 18:04:00,2604.02,3613196094656
TXN_0000121,733.0,7,2025-11-23 16:09:00,631.6,7129633454188
TXN_0000122,281.0,3,2025-09-19 19:03:00,700.45,4607620182344
TXN_0000123,440.0,8,2025-07-23 11:39:00,1074.13,9174909184117
TXN_0000124,19.0,1,2025-09-21 21:53:00,2047.92,0596484193899
TXN_0000125,611.0,1,2025-09-15 13:29:00,3292.68,1642919841679
TXN_0000126,,1,2025-08-28 12:46:00,2870.97,2399460231154
TXN_0000127,21.0,10,2025-07-13 19:06:00,231.19,3766824476438
TXN_0000128,486.0,7,2025-10-22 15:07:00,2491.1,3817779165665
TXN_0000129,290.0,7,2025-07-27 17:46:00,222.36,5050512816437
TXN_0000130,536.0,4,2025-12-03 12:49:00,1086.56,3095066473344
TXN_0000131,956.0,1,2025-11-18 16:58:00,1891.53,1434217417660
TXN_0000132,741.0,3,2025-07-24 21:32:00,171.02,4000878879532
TXN_0000133,833.0,8,2025-09-14 13:29:00,935.98,3129638576984
TXN_0000134,47.0,7,2025-07-30 10:54:00,809.06,9930145324091
TXN_0000135,751.0,6,2025-09-30 16:39:00,610.74,8947488951449
TXN_0000136,,3,2025-07-30 15:25:00,3457.11,3303863832058
TXN_0000137,798.0,10,2025-12-21 16:11:00,867.52,3988839167151
TXN_0000138,671.0,2,2025-10-14 16:02:00,1399.88,7982393006917
TXN_0000139,680.0,7,2025-12-17 20:15:00,3204.83,9249647322254
TXN_0000140,229.0,6,2025-08-31 14:17:00,3396.46,0983514293227
TXN_0000141,19.0,8,2025-09-19 10:31:00,441.0,0596484193899
TXN_0000142,,1,2025-11-20 17:00:00,4487.74,9374145773603
TXN_0000143,485.0,8,2025-09-23 17:49:00,3058.32,5737007372742
TXN_0000144,919.0,9,2025-11-11 14:44:00,1300.92,9342397899319
TXN_0000145,953.0,2,2025-09-04 18:12:00,2376.23,2053399275739
TXN_0000146,,8,2025-10-26 19:37:00,285.21,2321311816206
TXN_0000147,,9,2025-10-19 18:30:00,664.72,6723402549658
TXN_0000148,330.0,2,2025-10-08 19:38:00,5254.7,8243944756747
TXN_0000149,,3,2025-10-14 18:44:00,2246.09,9539183115564
TXN_0000150,728.0,3,2025-11-06 17:44:00,142.2,2105005903967
TXN_0000151,,9,2025-10-31 18:36:00,2537.55,7697138853021
TXN_0000152,294.0,4,2025-09-07 21:50:00,2912.18,3760595340700
TXN_0000153,295.0,4,2025-11-08 21:50:00,4262.49,8572945830874
TXN_0000154,774.0,4,2025-12-10 20:45:00,3646.57,5520213532320
TXN_0000155,570.0,9,2025-07-31 15:02:00,2119.58,8233527454173
TXN_0000156,,8,2025-08-09 09:09:00,2235.61,7595820110285
TXN_0000157,227.0,7,2025-11-17 17:25:00,2296.53,3378032549696
TXN_0000158,575.0,5,2025-08-25 21:39:00,3358.65,0143187614975
TXN_0000159,934.0,7,2025-09-04 17:46:00,2705.0,7343557983932
TXN_0000160,642.0,2,2025-08-12 21:34:00,985.36,6392962207619
TXN_0000161,,7,2025-07-27 12:34:00,4565.45,9739765958887
TXN_0000162,73.0,2,2025-07-14 11:50:00,5407.47,9661008275328
TXN_0000163,65.0,2,2025-11-14 09:41:00,3071.75,0330502175393
TXN_0000164,547.0,7,2025-10-10 19:01:00,2149.39,5321258011142
TXN_0000165,,3,2025-09-15 19:56:00,1667.49,6430785130896
TXN_0000166,525.0,6,2025-08-24 15:57:00,1385.35,3553954752750
TXN_0000167,873.0,4,2025-07-30 11:42:00,189.6,0049003406375
TXN_0000168,101.0,9,2025-07-19 13:42:00,1118.37,5153398148629
TXN_0000169,635.0,3,2025-12-19 19:15:00,83.04,1177000351382
TXN_0000170,711.0,8,2025-10-24 14:39:00,4923.27,2603336766484
TXN_0000171,899.0,5,2025-10-01 11:43:00,2192.51,9977721771368
TXN_0000172,908.0,5,2025-08-05 17:12:00,4618.53,2783918074763
TXN_0000173,,3,2025-10-02 15:14:00,2029.53,7749190471558
TXN_0000174,,9,2025-07-03 19:15:00,1943.03,4566509370029
TXN_0000175,65.0,6,2025-07-11 12:48:00,1479.62,0330502175393
TXN_0000176,665.0,7,2025-10-29 16:56:00,1308.28,8700623264254
TXN_0000177,920.0,7,2025-12-15 15:23:00,855.63,8865234482249
TXN_0000178,889.0,7,2025-08-27 17:25:00,501.6,0194638551074
TXN_0000179,288.0,8,2025-08-12 12:04:00,639.25,7298717087670
TXN_0000180,339.0,10,2025-07-31 19:14:00,3765.12,1260679511833
TXN_0000181,645.0,1,2025-08-02 18:37:00,2490.31,4919332997947
TXN_0000182,483.0,5,2025-07-22 12:28:00,1714.93,7447845552755
TXN_0000183,605.0,3,2025-12-23 14:59:00,1735.64,6359601121713
TXN_0000184,881.0,7,2025-08-03 10:01:00,2033.95,0467049148776
TXN_0000185,,2,2025-11-01 19:08:00,1956.4,2706959550895
TXN_0000186,543.0,9,2025-10-16 14:55:00,3954.29,2737649472637
TXN_0000187,,5,2025-10-31 21:14:00,2218.43,7325980661736
TXN_0000188,,7,2025-12-15 12:44:00,1027.63,9486465351135
TXN_0000189,579.0,10,2025-09-03 13:54:00,426.8,3656077389879
TXN_0000190,380.0,7,2025-11-19 21:35:00,5427.93,5741670535759
TXN_0000191,166.0,2,2025-08-28 16:50:00,1970.72,2950044035272
TXN_0000192,54.0,6,2025-11-18 18:44:00,620.92,8389657212671
TXN_0000193,228.0,8,2025-12-01 15:05:00,654.19,5784453694024
TXN_0000194,507.0,10,2025-07-15 21:52:00,1695.89,7355600312649
TXN_0000195,671.0,10,2025-08-13 19:02:00,41.81,7982393006917
TXN_0000196,601.0,5,2025-10-11 14:42:00,384.03,0638009497885
TXN_0000197,,2,2025-11-18 13:46:00,2722.04,5888156229903
TXN_0000198,110.0,10,2025-07-02 13:11:00,3207.92,6771547284013
TXN_0000199,348.0,7,2025-11-22 16:49:00,968.59,0705468914902
TXN_0000200,236.0,9999,2025-12-10 21:14:00,2363.5,9112523909900
TXN_0000201,841.0,4,2025-09-12 10:25:00,1439.18,9668814569779
TXN_0000202,932.0,10,2025-09-07 11:47:00,553.88,0452375265516
TXN_0000203,,5,2025-08-22 12:12:00,762.24,4840074526899
TXN_0000204,44.0,10,2025-07-02 21:54:00,990.44,6133293615175
TXN_0000205,539.0,7,2025-08-26 21:36:00,1012.23,0732668390683
TXN_0000206,691.0,9,2025-10-26 14:44:00,1644.54,3430150942891
TXN_0000207,276.0,10,2025-09-05 11:35:00,2586.72,2662653113452
TXN_0000208,586.0,6,2025-10-02 15:17:00,850.25,7505164284231
TXN_0000209,150.0,4,2025-11-20 15:54:00,4255.09,8343528523184
TXN_0000210,834.0,7,2025-07-26 20:10:00,1384.62,9145150755411
TXN_0000211,,6,2025-11-21 17:59:00,2860.17,5899537127581
TXN_0000212,755.0,6,2025-09-22 19:32:00,1221.65,3400620303950
TXN_0000213,929.0,7,2025-12-09 18:36:00,163.92,8509054550478
TXN_0000214,728.0,6,2025-08-28 14:20:00,3415.38,2105005903967
TXN_0000215,875.0,10,2025-11-11 16:26:00,809.06,5282241519479
TXN_0000216,407.0,5,2025-12-27 20:05:00,55.59,2394563921291
TXN_0000217,537.0,8,2025-11-18 09:01:00,166.77,6252088249275
TXN_0000218,,10,2025-08-09 10:41:00,1435.86,1513163420543
TXN_0000219,366.0,3,2025-11-12 11:01:00,3497.53,7829123315743
TXN_0000220,468.0,3,2025-12-26 17:11:00,2978.67,3288278865580
TXN_0000221,536.0,7,2025-09-05 11:19:00,494.61,3095066473344
TXN_0000222,818.0,8,2025-10-31 13:00:00,565.42,0357428952706
TXN_0000223,755.0,9,2025-10-20 15:15:00,5944.92,3400620303950
TXN_0000224,114.0,7,2025-08-18 10:11:00,4191.18,0201353637855
TXN_0000225,9.0,5,2025-09-07 11:45:00,348.89,5783332132899
TXN_0000226,511.0,4,2025-09-26 15:19:00,803.97,9087590562531
TXN_0000227,482.0,1,2025-09-07 21:25:00,531.74,9399983627936
TXN_0000228,,2,2025-09-02 15:49:00,945.19,2919343660932
TXN_0000229,,8,2025-10-08 19:19:00,123.53,2289054050823
TXN_0000230,909.0,5,2025-11-01 19:19:00,843.26,2960063265886
TXN_0000231,172.0,2,2025-08-30 19:27:00,652.2,9156876126474
TXN_0000232,381.0,10,2025-12-24 16:44:00,458.88,6358270731359
TXN_0000233,993.0,8,2025-07-24 19:39:00,5055.25,8979513432771
TXN_0000234,742.0,8,2025-08-19 09:44:00,275.51,6519037901613
TXN_0000235,581.0,9,2025-09-14 17:44:00,2834.13,4117470100651
TXN_0000236,159.0,5,2025-12-01 17:10:00,4105.62,8051712606804
TXN_0000237,636.0,3,2025-07-05 18:54:00,2181.33,6844638401913
TXN_0000238,158.0,4,2025-11-12 19:31:00,2866.61,3752861669935
TXN_0000239,102.0,3,2025-07-09 12:06:00,1366.96,6782270838899
TXN_0000240,51.0,8,2025-11-12 18:44:00,1561.87,2431722818559
TXN_0000241,572.0,2,2025-10-28 21:40:00,2014.1,2873730843644
TXN_0000242,545.0,4,2025-11-10 10:06:00,3251.98,2293896778609
TXN_0000243,720.0,2,2025-12-11 18:22:00,4323.36,8683260019788
TXN_0000244,,6,2025-09-19 17:20:00,4781.83,6031601567444
TXN_0000245,139.0,1,2025-07-09 13:38:00,1386.6,4235054364197
TXN_0000246,586.0,5,2025-11-19 17:35:00,1179.9,7505164284231
TXN_0000247,,3,2025-08-05 13:23:00,1071.69,5761056570375
TXN_0000248,,6,2025-11-01 11:31:00,2623.21,2751085164282
TXN_0000249,870.0,7,2025-07-31 21:14:00,3686.98,7495582097039
TXN_0000250,,3,2025-07-13 19:46:00,3849.23,4732732662973
TXN_0000251,269.0,8,2025-11-24 20:03:00,441.0,2637882042207
TXN_0000252,405.0,3,2025-08-04 16:35:00,4456.81,3090030940039
TXN_0000253,609.0,7,2025-10-02 14:12:00,2253.16,5644906191955
TXN_0000254,,6,2025-08-09 21:46:00,319.08,5238561657320
TXN_0000255,483.0,6,2025-12-25 21:07:00,687.76,7447845552755
TXN_0000256,265.0,9,2025-08-24 12:34:00,2466.98,9305336816039
TXN_0000257,671.0,4,2025-12-26 18:17:00,1402.32,7982393006917
TXN_0000258,,5,2025-12-17 19:23:00,4404.74,2133901739121
TXN_0000259,,9,2025-07-06 09:15:00,1629.78,1424902187331
TXN_0000260,264.0,4,2025-11-06 13:51:00,3935.06,7757395737592
TXN_0000261,641.0,2,2025-10-06 17:43:00,4594.06,5997316333734
TXN_0000262,142.0,10,2025-11-16 19:51:00,1200.45,9169076451164
TXN_0000263,,6,2025-07-18 17:34:00,202.57,0075411089169
TXN_0000264,842.0,7,2025-10-14 13:28:00,1574.62,8553202584222
TXN_0000265,82.0,10,2025-08-29 12:43:00,6641.18,7345984671894
TXN_0000266,16.0,4,2025-08-27 09:26:00,1183.41,7788669839094
TXN_0000267,705.0,2,2025-08-15 16:55:00,1526.38,0932635637060
TXN_0000268,962.0,10,2025-10-06 20:20:00,3603.23,3371588817749
TXN_0000269,51.0,9,2025-10-08 17:48:00,1556.83,2431722818559
TXN_0000270,942.0,5,2025-10-27 11:27:00,543.98,0808368935249
TXN_0000271,116.0,8,2025-12-13 16:05:00,1419.2,0015030996905
TXN_0000272,919.0,6,2025-10-24 09:11:00,2672.09,9342397899319
TXN_0000273,811.0,6,2025-07-22 17:45:00,2451.41,6735211986739
TXN_0000274,788.0,3,2025-07-14 15:19:00,1024.94,5809585861709
TXN_0000275,827.0,1,2025-10-26 16:54:00,601.12,4245430857040
TXN_0000276,420.0,4,2025-08-25 18:42:00,1594.18,6774098071667
TXN_0000277,875.0,3,2025-07-15 19:22:00,1264.89,5282241519479
TXN_0000278,183.0,6,2025-07-23 09:06:00,218.24,0605314431580
TXN_0000279,787.0,8,2025-11-26 14:59:00,2131.03,6825447157865
TXN_0000280,712.0,9,2025-07-17 13:30:00,2201.99,2362312320676
TXN_0000281,645.0,10,2025-07-15 10:36:00,2599.4,4919332997947
TXN_0000282,,9,2025-12-09 16:31:00,932.12,3016799211477
TXN_0000283,756.0,2,2025-07-07 16:40:00,445.89,8914654386523
TXN_0000284,12.0,6,2025-09-28 17:51:00,1569.12,0418969801674
TXN_0000285,30.0,6,2025-10-10 20:36:00,1458.56,9327121219249
TXN_0000286,643.0,8,2025-07-10 19:08:00,3333.13,5180859106315
TXN_0000287,214.0,10,2025-12-21 14:35:00,2893.55,7770440615215
TXN_0000288,886.0,10,2025-12-03 15:11:00,2552.88,3518538886178
TXN_0000289,974.0,2,2025-11-05 12:23:00,1972.41,2509810553889
TXN_0000290,495.0,4,2025-07-24 16:32:00,3588.33,4765821552511
TXN_0000291,471.0,9,2025-12-21 11:13:00,1939.55,1190096713282
TXN_0000292,320.0,1,2025-07-27 17:49:00,1025.22,3909719220293
TXN_0000293,546.0,4,2025-09-21 12:12:00,2855.87,7703369726338
TXN_0000294,,3,2025-09-09 10:00:00,1478.04,8180770738542
TXN_0000295,,9,2025-09-20 13:09:00,3480.65,7495296765072
TXN_0000296,56.0,1,2025-10-29 19:03:00,287.74,1849655038672
TXN_0000297,857.0,3,2025-12-28 18:57:00,2266.19,0864234389321
TXN_0000298,701.0,2,2025-12-26 16:06:00,4129.23,9893888862569
TXN_0000299,116.0,6,2025-10-25 16:01:00,2292.65,0015030996905
TXN_0000300,838.0,10,2025-11-25 11:32:00,2867.21,2275256359498
TXN_0000301,711.0,8,2025-10-07 10:21:00,2667.79,2603336766484
TXN_0000302,100.0,2,2025-11-29 18:29:00,1455.54,5368435873268
TXN_0000303,223.0,6,2025-11-04 19:42:00,480.26,4177529337479
TXN_0000304,592.0,3,2025-10-24 17:18:00,770.78,4633541192479
TXN_0000305,,2,2025-11-27 09:39:00,510.1,5376825341813
TXN_0000306,,1,2025-12-28 17:52:00,917.76,5792576144227
TXN_0000307,416.0,10,2025-10-09 19:20:00,1279.16,6432538236260
TXN_0000308,,6,2025-10-15 11:18:00,307.68,7386604942162
TXN_0000309,,3,2025-11-02 19:27:00,7596.42,5091978383146
TXN_0000310,511.0,4,2025-08-17 15:38:00,5061.21,9087590562531
TXN_0000311,880.0,2,2025-08-06 20:46:00,1577.74,6434315841445
TXN_0000312,320.0,2,2025-12-23 19:34:00,3549.75,3909719220293
TXN_0000313,37.0,7,2025-09-29 21:18:00,4632.18,9203577654505
TXN_0000314,518.0,10,2025-07-07 13:31:00,858.69,0142351129233
TXN_0000315,,3,2025-12-05 13:17:00,2941.28,5925740141121
TXN_0000316,,9,2025-07-09 14:05:00,2146.4,7738183170671
TXN_0000317,216.0,4,2025-12-17 16:46:00,3755.94,2533936053266
TXN_0000318,,8,2025-09-16 16:47:00,2352.94,3482134318832
TXN_0000319,817.0,3,2025-11-13 15:00:00,2038.78,2022624726407
TXN_0000320,671.0,6,2025-09-08 13:51:00,2447.0,7982393006917
TXN_0000321,70.0,6,2025-11-18 09:43:00,420.77,0084843955440
TXN_0000322,743.0,9,2025-07-27 19:28:00,285.71,5605265657562
TXN_0000323,,1,2025-11-30 19:57:00,2257.29,6682993985023
TXN_0000324,684.0,8,2025-09-09 21:27:00,947.95,9162914875907
TXN_0000325,833.0,7,2025-10-08 14:03:00,2676.2,3129638576984
TXN_0000326,788.0,3,2025-12-13 16:06:00,2020.16,5809585861709
TXN_0000327,510.0,10,2025-09-03 21:28:00,689.96,3227384552746
TXN_0000328,,5,2025-08-08 20:21:00,2791.53,4366184518970
TXN_0000329,,8,2025-08-01 18:34:00,2342.57,3625984744650
TXN_0000330,307.0,3,2025-11-19 09:24:00,4558.65,9197830707863
TXN_0000331,399.0,4,2025-07-07 20:37:00,854.89,4958737111017
TXN_0000332,,8,2025-11-14 21:28:00,343.88,8718666782883
TXN_0000333,536.0,7,2025-07-31 12:51:00,1006.02,3095066473344
TXN_0000334,,8,2025-12-15 09:30:00,646.74,9274449201606
TXN_0000335,175.0,1,2025-09-17 21:06:00,2195.72,7787482959915
TXN_0000336,141.0,7,2025-09-22 10:43:00,1607.48,9484202554403
TXN_0000337,714.0,2,2025-09-09 11:48:00,2104.36,7078985889145
TXN_0000338,386.0,3,2025-07-26 21:54:00,1213.24,5207108175763
TXN_0000339,909.0,1,2025-08-15 10:45:00,3212.44,2960063265886
TXN_0000340,179.0,5,2025-11-11 16:26:00,3242.99,8927585521563
TXN_0000341,121.0,6,2025-10-16 09:35:00,1192.27,6782996737354
TXN_0000342,687.0,3,2025-12-23 16:31:00,1217.01,6468956800385
TXN_0000343,825.0,5,2025-08-23 15:16:00,843.67,6671820849600
TXN_0000344,,8,2025-11-09 10:04:00,3792.05,6388203324000
TXN_0000345,,2,2025-08-30 20:26:00,2944.16,5515913578950
TXN_0000346,,1,2025-10-20 11:13:00,2765.43,3575637071799
TXN_0000347,288.0,6,2025-08-02 09:44:00,2229.84,7298717087670
TXN_0000348,161.0,3,2025-09-26 12:56:00,5191.4,4475659318484
TXN_0000349,336.0,1,2025-10-18 20:55:00,1995.99,0574704927247
TXN_0000350,436.0,1,2025-10-29 20:49:00,2923.19,7708449900247
TXN_0000351,664.0,7,2025-08-25 11:22:00,1131.28,8152174176792
TXN_0000352,,5,2025-08-11 20:29:00,1499.08,5749501690265
TXN_0000353,380.0,3,2025-12-28 15:11:00,3900.35,5741670535759
TXN_0000354,702.0,10,2025-11-16 18:50:00,18.84,2811029499480
TXN_0000355,,1,2025-11-09 19:23:00,1879.17,8316577006895
TXN_0000356,490.0,3,2025-09-24 12:34:00,4390.51,1240318846067
TXN_0000357,126.0,6,2025-10-24 16:32:00,2217.13,8277306935399
TXN_0000358,982.0,2,2025-07-21 15:57:00,111.18,9867429868924
TXN_0000359,896.0,5,2025-07-29 20:09:00,1511.29,4889188534566
TXN_0000360,756.0,9,2025-08-03 16:22:00,4328.63,8914654386523
TXN_0000361,562.0,8,2025-11-29 19:44:00,2150.57,1087002924870
TXN_0000362,,8,2025-10-04 13:49:00,2172.6,3068379168535
TXN_0000363,,3,2025-08-30 10:02:00,2588.68,0017622189593
TXN_0000364,167.0,6,2025-08-07 14:28:00,2693.38,2890516907048
TXN_0000365,486.0,9,2025-11-07 14:41:00,1805.64,3817779165665
TXN_0000366,316.0,8,2025-07-11 11:43:00,220.5,8691227011540
TXN_0000367,657.0,8,2025-09-30 10:20:00,2238.22,1764154474047
TXN_0000368,,4,2025-07-06 10:34:00,322.64,6422454033703
TXN_0000369,967.0,4,2025-11-03 14:38:00,1264.89,6366978735347
TXN_0000370,396.0,7,2025-08-07 20:54:00,852.8,7653553667722
TXN_0000371,,9,2025-07-23 12:46:00,1766.36,2144790599408
TXN_0000372,,3,2025-08-23 13:30:00,2746.6,1416734646838
TXN_0000373,774.0,7,2025-08-14 17:29:00,1426.36,5520213532320
TXN_0000374,,9,2025-11-03 09:52:00,726.67,6713986155404
TXN_0000375,128.0,5,2025-09-15 19:53:00,2631.46,1794597045909
